	e72	e73	e75	e76	e77	e78	e80	e81	e82	e87	e88	e89	e90	e91	e92	e93	e94	e95	e96	e97
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Acidomelania;s__Acidomelania_panicicola	0	0	0	0	0	0	0	0	0	0	0	0	0.0417885499373172	0	0	0.4920049200492	0	0	0	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Unclassified;f__Unclassified;g__Unclassified;s__Unclassified	0.279156327543424	0.117924528301887	0	0	0	0	0	0	0	0	0	0.111305453967244	0	0	0	0	0	0	0	0
k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Unclassified;s__Unclassified	0	0	0	0	0	0	0.178486435030938	0	0	0	0.0499188818170473	0	0.0417885499373172	0.17430418892325	0	0	0	0	0	0.0474908975779642
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__Gibberella_intricans	0	0	0	0	0	0	0	0	0	0	0.237114688630975	0	0	0.241776778183863	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Conocybe;s__Unclassified	0	0	0	0	0	0	0	0.449438202247191	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Unclassified;s__Unclassified	0	0	0	0	0	0	0	0	0.147420147420147	0	0	0	0	0	0	0	0	0	0.0904977375565611	0.174133291119202
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0.167154199749269	0	0	0	0	0	0.211161387631976	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Metarhizium;s__Metarhizium_carneum	0	0	0	0	0	0	0	0	0.171990171990172	0	0	0	0.069647583228862	0.0337362946303064	0	0	0.100390407138873	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Unclassified;g__Unclassified;s__Unclassified	0	0	0	0	0	0	0	0	0.0737100737100737	0	0	0	0	0.129322462749508	0	0	0	0.154320987654321	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0.208942749686586	0	0	0	0	0	0.120663650075415	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__Coprinopsis_vermiculifer	0	0	0	0.327126321087066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium;s__Cystofilobasidium_capitatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308641975308642	0	0
k__Plantae;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiales;f__Trebouxiaceae;g__Trebouxia;s__Trebouxia_decolorans	0	0	0	0	0	0	0	0	0.294840294840295	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Unclassified;s__Unclassified	0	0	0	0	0	0	0	0	0	0	0.174716086359666	0.111305453967244	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Unclassified;g__Unclassified;s__Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275891341256367	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae;g__Udeniozyma;s__Udeniozyma_ferulica	0	0	0	0	0	0	0	0	0	0	0	0.238511687072667	0	0	0	0	0	0	0	0
k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_oligospora	0	0	0	0	0	0	0.0475963826749167	0	0	0	0	0	0	0	0	0	0	0	0	0.189963590311857
